name,minutes_played,goals,assists,passes_total,passes_success,shots_total,shots_on_target,duels_total,duels_won,ball_losses,recoveries,is_pro,activity_score
Jonathan Clauss,3046,,,56.2,37.9,,0.5,1.95,1.04,,6.01,1,44.95
Mat?j Vydra,679,,,14.9,10.1,,0.93,1.6,1.07,,3.2,0,14.37
Sandro Tonali,1563,,,42.0,29.9,,0.57,1.84,1.15,,5.8,0,36.85
Jean-Philippe Mateta,1145,,,19.1,13.3,,1.42,0.55,0.39,,3.62,0,17.31
Brennan Johnson,1796,,,15.9,8.7,,0.8,0.9,0.7,,2.7,0,12.1
Martin Hongla,523,,,36.6,28.6,,0.34,1.38,0.86,,8.28,0,37.74
Ismail Jakobs,1203,,,68.2,48.5,,0.07,2.84,1.64,,9.78,1,59.92
Djed Spence,83,,,43.3,35.6,,0.0,3.33,0.0,,4.44,1,40.04
Gil Bastião Dias,113,,,40.0,30.0,,0.77,0.0,0.0,,7.69,0,37.69
Álvaro García,1482,,,31.8,20.5,,0.85,1.88,1.03,,5.45,0,26.98
Jordan Pefok,984,,,18.3,9.63,,0.55,1.28,0.64,,2.66,0,12.93
Bonke Innocent,914,,,42.0,37.2,,0.0,2.45,1.37,,6.18,1,44.75
Yoann Touzghar,390,,,23.0,16.3,,0.0,0.7,0.47,,2.09,0,18.86
Aïssa Mandi,441,,,63.1,56.9,,0.2,1.63,1.02,,3.88,1,61.8
Brayann Pereira,180,,,39.5,28.0,,0.0,3.0,2.5,,4.5,0,35.0
Unai Núñez,622,,,50.6,43.6,,0.14,1.3,0.72,,11.3,1,55.62
Unai García,1408,,,35.5,26.6,,0.0,1.86,0.9,,7.69,0,35.19
Iván Alejo,729,,,23.8,13.3,,0.25,2.96,1.98,,4.57,0,19.85
Kalvin Phillips,21,,,100.0,80.0,,0.0,0.0,0.0,,15.0,1,95.0
Ben Godfrey,211,,,37.8,30.0,,0.0,2.17,1.3,,3.91,0,35.21
Fran Delgado,12,,,80.0,70.0,,0.0,0.0,0.0,,0.0,1,70.0
Saúl Ñíguez,201,,,54.1,43.6,,0.0,3.18,1.82,,9.55,1,54.97
Tyrick Mitchell,1460,,,49.8,35.3,,0.06,1.91,1.23,,6.3,1,42.83
Kevin Stöger,419,,,70.0,50.9,,1.28,2.77,1.49,,13.2,1,65.59
Pablo Fornals,2795,,,44.4,33.3,,0.35,1.64,1.09,,7.56,1,41.95
Falaye Sacko,1256,,,43.4,34.1,,0.0,1.86,0.86,,5.79,1,40.75
Alexsandro Ribeiro,454,,,65.0,58.8,,0.2,2.0,1.4,,7.2,1,67.4
Jarrod Bowen,1970,,,25.1,16.2,,0.46,1.28,0.46,,3.97,0,20.63
James Bree,169,,,48.4,34.7,,0.0,1.05,0.0,,2.63,0,37.33
